,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity,ProbEggs
1376,1376,Developed/Open Space/Developed/Low Intensity,14,18234.31816,18234.31816,7.677830274,2.038336991,0.885238507,0.01
1377,1377,Developed/Open Space/Developed/Low Intensity,4,10759.65636,10759.65636,3.717590847,1.313075837,0.57026159,0.01
1378,1378,Developed/Open Space/Developed/Low Intensity,2,20279.83221,20279.83221,0.986201453,-0.013894631,-0.006034362,0.01
1379,1379,Grass/Pasture,34,13489.89738,13489.89738,25.20404644,3.227004555,1.401470271,0.075
1380,1380,Grass/Pasture,40,34552.88518,34552.88518,11.5764573,2.448973493,1.063575674,0.075
1381,1381,Grass/Pasture,122,10558.8515,10558.8515,115.5428694,4.749641625,2.062743149,0.075
1382,1382,Corn,0,576459.71,576459.71,0,#NAME?,#NAME?,0.002
1383,1383,Corn,4,250740.6266,250740.6266,0.159527399,-1.835539591,-0.797164716,0.002
1384,1384,Corn,2,350338.8504,350338.8504,0.057087588,-2.863168557,-1.243458305,0.002
1385,1385,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,15288.38718,15288.38718,0,#NAME?,#NAME?,0.005
1386,1386,Grass/Pasture,24,8993.157355,8993.157355,26.6869566,3.284174929,1.426299049,0.075
1387,1387,Corn,2,370511.9822,370511.9822,0.053979361,-2.919153511,-1.267772262,0.002
1388,1388,Soybeans,0,18885.95852,18885.95852,0,#NAME?,#NAME?,0.002
1389,1389,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,17087.09114,17087.09114,0,#NAME?,#NAME?,0
1390,1390,Grass/Pasture,54,12590.73432,12590.73432,42.88868197,3.758607968,1.6323427,0.075
1391,1391,Grass/Pasture,36,9892.548668,9892.548668,36.39102643,3.594322217,1.560994305,0.075
1392,1392,Grass/Pasture,180,70147.00213,70147.00213,25.6603981,3.244948873,1.40926339,0.075
1393,1393,Soybeans,0,70577.95885,70577.95885,0,#NAME?,#NAME?,0.002
1394,1394,Grass/Pasture,148,31377.86531,31377.86531,47.16700723,3.853694649,1.673638321,0.075
1395,1395,Soybeans,6,138263.6027,138263.6027,0.433953686,-0.834817465,-0.362556619,0.002
1396,1396,Grass/Pasture,252,85659.78227,85659.78227,29.41870658,3.38163075,1.468623575,0.075
1397,1397,Soybeans,2,144032.1786,144032.1786,0.138857859,-1.974304464,-0.857429534,0.002
1398,1398,Grass/Pasture,118,12073.14269,12073.14269,97.73760075,4.582286344,1.990061674,0.075
1399,1399,Soybeans,24,506935.9016,506935.9016,0.473432636,-0.747745645,-0.324741808,0.002
1400,1400,Soybeans,4,450437.9093,450437.9093,0.088802472,-2.421340787,-1.051574943,0.002
1401,1401,Corn,8,544253.9329,544253.9329,0.14699021,-1.917389292,-0.832711589,0.002
1402,1402,Grass/Pasture,94,62053.49236,62053.49236,15.14822074,2.717883082,1.180361625,0.075
1403,1403,Grass/Pasture,152,95164.69831,95164.69831,15.97230934,2.770856557,1.203367713,0.075
1404,1404,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,6,8992.909684,8992.909684,6.671922894,1.897908108,0.824251019,0.005
1405,1405,Corn,0,135793.1578,135793.1578,0,#NAME?,#NAME?,0.002
1406,1406,Corn,2,282811.2625,282811.2625,0.070718541,-2.649047485,-1.150466705,0.002
1407,1407,Developed/Open Space/Developed/Low Intensity,0,9892.190496,9892.190496,0,#NAME?,#NAME?,0.01
1408,1408,Grass/Pasture,88,14865.48306,14865.48306,59.19753811,4.080879955,1.772303646,0.075
1409,1409,Soybeans,0,26979.88277,26979.88277,0,#NAME?,#NAME?,0.002
1410,1410,Corn,6,434035.555,434035.555,0.138237523,-1.978781892,-0.859374057,0.002
1411,1411,Soybeans,8,458766.9872,458766.9872,0.174380464,-1.746515793,-0.758502172,0.002
1412,1412,Soybeans,4,75941.822,75941.822,0.526718993,-0.641088093,-0.278421021,0.002
1413,1413,Grass/Pasture,340,57386.49196,57386.49196,59.24739227,4.081721767,1.77266924,0.075
1414,1414,Corn,6,428890.5769,428890.5769,0.139895822,-1.966857259,-0.854195254,0.002
1415,1415,Soybeans,2,61317.92932,61317.92932,0.326168875,-1.120340011,-0.486557485,0.002
1416,1416,Soybeans,24,1097679.462,1097679.462,0.218643063,-1.520314727,-0.660264297,0.002
1417,1417,Grass/Pasture,166,21327.38098,21327.38098,77.83421704,4.354581142,1.891170561,0.075
1418,1418,Developed/Open Space/Developed/Low Intensity,10,14465.23311,14465.23311,6.913127444,1.933422132,0.839674563,0.01
1419,1419,Grass/Pasture,54,10055.66801,10055.66801,53.7010569,3.983432683,1.729982833,0.075
1420,1420,Corn,0,49225.84067,49225.84067,0,#NAME?,#NAME?,0.002
1421,1421,Developed/Open Space/Developed/Low Intensity,2,19957.28973,19957.28973,1.002140084,0.002137797,0.000928433,0.01
1422,1422,Developed/Open Space/Developed/Low Intensity,10,8723.618906,8723.618906,11.46313257,2.439136022,1.059303315,0.01
1423,1423,Developed/Open Space/Developed/Low Intensity,4,11255.20347,11255.20347,3.553911762,1.268048902,0.550706641,0.01
1424,1424,Soybeans,6,485103.4739,485103.4739,0.123684952,-2.090017654,-0.907683134,0.002
1425,1425,Soybeans,2,288418.7511,288418.7511,0.069343619,-2.668681147,-1.158993496,0.002
1426,1426,Developed/Open Space/Developed/Low Intensity,12,19217.76465,19217.76465,6.244222582,1.831656649,0.795478376,0.01
1427,1427,Grass/Pasture,24,10481.41914,10481.41914,22.89766269,3.131034839,1.359791153,0.075
1428,1428,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,8844.686449,8844.686449,0,#NAME?,#NAME?,0.002
1429,1429,Grass/Pasture,898,406484.302,406484.302,22.09187404,3.095209851,1.344232558,0.075
1430,1430,Soybeans,4,288882.028,288882.028,0.138464827,-1.977138943,-0.858660533,0.002
1431,1431,Corn,16,1615235.099,1615235.099,0.099056788,-2.312061982,-1.004115761,0.002
1432,1432,Corn,4,106953.4132,106953.4132,0.373994609,-0.983513895,-0.427134657,0.002
1433,1433,Corn,2,320168.618,320168.618,0.062467084,-2.773115515,-1.204348766,0.002
1434,1434,Corn,24,1446902.672,1446902.672,0.165871558,-1.796541539,-0.780228077,0.002
1435,1435,Corn,14,1379972.153,1379972.153,0.101451323,-2.288176176,-0.993742287,0.002
1436,1436,Corn,16,869911.7313,869911.7313,0.183926707,-1.693217933,-0.735355205,0.002
1437,1437,Corn,36,2960361.75,2960361.75,0.12160676,-2.106962721,-0.915042283,0.002
1438,1438,Developed/Open Space/Developed/Low Intensity,14,10055.29288,10055.29287,13.92301565,2.633543273,1.143733311,0.01
1439,1439,Corn,8,2735512.147,2735512.147,0.029244981,-3.532047319,-1.533948661,0.002
1440,1440,Developed/Open Space/Developed/Low Intensity,0,13370.10082,13370.10082,0,#NAME?,#NAME?,0.01
1441,1441,Soybeans,8,328248.0735,328248.0735,0.24371811,-1.411743009,-0.613112199,0.002
1442,1442,Wetlands/Herbaceous Wetlands,2,8993.057426,8993.057426,2.223937761,0.799279391,0.347122629,0.02
1443,1443,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,35931.56134,35931.56134,0,#NAME?,#NAME?,0.002
1444,1444,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,28778.51862,28778.51862,0,#NAME?,#NAME?,0
1445,1445,Soybeans,4,59355.53477,59355.53477,0.673905141,-0.394665919,-0.171401231,0.002
1446,1446,Corn,0,90317.46879,90317.46879,0,#NAME?,#NAME?,0.002
1447,1447,Corn,6,676445.2664,676445.2664,0.088698972,-2.422506975,-1.052081412,0.002
1448,1448,Soybeans,22,1122177.889,1122177.889,0.196047349,-1.629399074,-0.707639026,0.002
1449,1449,Soybeans,14,1145364.606,1145364.606,0.12223182,-2.101835876,-0.912815723,0.002
1450,1450,Developed/Open Space/Developed/Low Intensity,8,11561.43302,11561.43302,6.919557451,1.934351815,0.84007832,0.01
1451,1451,Corn,2,35074.76045,35074.76045,0.570210594,-0.561749523,-0.243964718,0.002
1452,1452,Grass/Pasture,68,43167.7847,43167.7847,15.75248776,2.756998306,1.197349151,0.075
1453,1453,Soybeans,2,344964.7338,344964.7338,0.057976941,-2.847709917,-1.236744703,0.002
1454,1454,Grass/Pasture,98,11473.20016,11473.20016,85.41644758,4.447538677,1.931541505,0.075
1455,1455,Soybeans,8,517269.7267,517269.7267,0.154658191,-1.866537819,-0.810627075,0.002
1456,1456,Corn,12,1479321.537,1479321.537,0.081118267,-2.511847098,-1.090881334,0.002
1457,1457,Corn,10,1531675.38,1531675.38,0.065287985,-2.728947249,-1.185166732,0.002
1458,1458,Developed/Open Space/Developed/Low Intensity,24,10890.59087,10890.59087,22.03737179,3.09273973,1.343159799,0.01
1459,1459,Grass/Pasture,92,30472.74888,30472.74888,30.19090938,3.407540865,1.479876195,0.075
1460,1460,Grass/Pasture,200,11690.85353,11690.85353,171.0739079,5.142095673,2.233183776,0.075
1461,1461,Corn,6,1264167.103,1264167.103,0.04746208,-3.047824205,-1.323653234,0.002
1462,1462,Developed/Open Space/Developed/Low Intensity,18,9832.44384,9832.44384,18.30674072,2.907269337,1.262611031,0.01
1463,1463,Developed/Open Space/Developed/Low Intensity,12,15986.10352,15986.10352,7.506519638,2.015771928,0.875438625,0.01
1464,1464,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,14,389294.0412,389294.0412,0.359625335,-1.022692525,-0.44414972,0.002
1465,1465,Corn,4,513046.4747,513046.4747,0.077965646,-2.551486981,-1.108096716,0.002
1466,1466,Soybeans,6,564150.9258,564150.9258,0.106354518,-2.240977252,-0.973244055,0.002
1467,1467,Soybeans,2,229179.5299,229179.5299,0.087267829,-2.438773396,-1.059145829,0.002
1468,1468,Corn,2,50138.86844,50138.86844,0.398892129,-0.919064251,-0.399144533,0.002
1469,1469,Corn,4,537433.4153,537433.4152,0.074427825,-2.59792542,-1.128264674,0.002
1470,1470,Developed/Open Space/Developed/Low Intensity,18,13489.44608,13489.44608,13.34376511,2.591049243,1.125278389,0.01
1471,1471,Grass/Pasture,180,44966.37758,44966.37758,40.02990894,3.689626898,1.602384602,0.075
1472,1472,Grass/Pasture,294,12144.01018,12144.01018,242.0946587,5.489328801,2.383985208,0.075
1473,1473,Soybeans,0,17251.21788,17251.21788,0,#NAME?,#NAME?,0.002
1474,1474,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,44127.22179,44127.22179,0,#NAME?,#NAME?,0
1475,1475,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,2,35354.25615,35354.25615,0.565702752,-0.569686512,-0.247411708,0.002
1476,1476,Soybeans,8,2027958.818,2027958.818,0.039448533,-3.232758423,-1.403969144,0.002
1477,1477,Soybeans,16,305164.48,305164.48,0.524307416,-0.645677095,-0.280413999,0.002
1478,1478,Corn,8,549435.8588,549435.8588,0.145603893,-1.926865406,-0.836827013,0.002
1479,1479,Developed/Open Space/Developed/Low Intensity,2,9579.387788,9579.387788,2.087816095,0.736118589,0.319692241,0.01
1480,1480,Soybeans,10,669498.443,669498.443,0.149365545,-1.901358654,-0.825749571,0.002
1481,1481,Grass/Pasture,94,10244.32507,10244.32507,91.75811911,4.519155975,1.962644503,0.075
1482,1482,Developed/Open Space/Developed/Low Intensity,8,15905.9149,15905.9149,5.029575507,1.615335588,0.701531332,0.01
1483,1483,Developed/Open Space/Developed/Low Intensity,6,28957.80939,28957.80939,2.071979934,0.72850464,0.316385545,0.01
1484,1484,Grass/Pasture,80,13502.2989,13502.2989,59.24916978,4.081751768,1.772682269,0.075
1485,1485,Corn,4,27878.34804,27878.34804,1.434805245,0.361029122,0.156792956,0.002
1486,1486,Grass/Pasture,36,15288.85073,15288.85073,23.5465704,3.158980179,1.37192766,0.075
1487,1487,Grass/Pasture,118,17063.67008,17063.67008,69.15276693,4.236318071,1.839809562,0.075
1488,1488,Soybeans,4,1278263.266,1278263.266,0.031292458,-3.464378158,-1.504560317,0.002
1489,1489,Developed/Open Space/Developed/Low Intensity,2,8558.478914,8558.478914,2.336863852,0.848809796,0.368633411,0.01
1490,1490,Developed/Open Space/Developed/Low Intensity,6,16023.94405,16023.94405,3.744396499,1.320260456,0.57338183,0.01
1491,1491,Developed/Open Space/Developed/Low Intensity,38,45319.30733,45319.30733,8.38494722,2.126438101,0.923500333,0.01
1492,1492,Grass/Pasture,12,14389.51232,14389.51232,8.339407016,2.120992113,0.921135171,0.075
1493,1493,Grass/Pasture,132,44067.03355,44067.03355,29.95436483,3.399675051,1.476460115,0.075
1494,1494,Corn,0,11690.91135,11690.91135,0,#NAME?,#NAME?,0.002
1495,1495,Developed/Open Space/Developed/Low Intensity,0,10753.59617,10753.59617,0,#NAME?,#NAME?,0.01
1496,1496,Developed/Open Space/Developed/Low Intensity,2,17934.62412,17934.62412,1.11516137,0.108999121,0.047337717,0.01
1497,1497,Corn,0,250914.8124,250914.8124,0,#NAME?,#NAME?,0.002
1498,1498,Corn,8,538967.0301,538967.0301,0.148432085,-1.907627766,-0.828472212,0.002
1499,1499,Grass/Pasture,194,42707.62026,42707.62026,45.42514868,3.816065887,1.657296357,0.075
1500,1500,Grass/Pasture,462,65651.93912,65651.93912,70.3711126,4.253782847,1.847394417,0.075
1501,1501,Soybeans,12,347747.638,347747.638,0.345077829,-1.063985296,-0.462082943,0.002
1502,1502,Corn,6,290664.3864,290664.3864,0.206423638,-1.577824728,-0.685240573,0.002
1503,1503,Grass/Pasture,438,79391.13873,79391.13873,55.16988508,4.010417244,1.741702079,0.075
1504,1504,Grass/Pasture,360,50383.92747,50383.92747,71.45135722,4.2690169,1.854010483,0.075
1505,1505,Corn,12,373573.9685,373573.9685,0.321221525,-1.135624284,-0.49319536,0.002
1506,1506,Soybeans,10,843728.0062,843728.0062,0.118521608,-2.132659989,-0.926202465,0.002
1507,1507,Corn,0,58891.42798,58891.42798,0,#NAME?,#NAME?,0.002
1508,1508,Corn,0,59353.48917,59353.48917,0,#NAME?,#NAME?,0.002
1509,1509,Soybeans,4,212433.8126,212433.8126,0.188293942,-1.669751016,-0.725163652,0.002
1510,1510,Grass/Pasture,66,15289.02832,15289.02832,43.16821097,3.765104367,1.63516405,0.075
1511,1511,Soybeans,10,490053.7479,490053.7479,0.204059249,-1.589344889,-0.690243715,0.002
1512,1512,Soybeans,0,32124.74701,32124.74701,0,#NAME?,#NAME?,0.002
1513,1513,Soybeans,2,12724.49327,12724.49327,1.571771824,0.452203534,0.196389499,0.002
1514,1514,Corn,4,260786.802,260786.802,0.153381995,-1.874823769,-0.814225617,0.002
1515,1515,Grass/Pasture,64,17087.53048,17087.53048,37.45421263,3.623119191,1.573500672,0.075
1516,1516,Soybeans,0,9852.0928,9852.0928,0,#NAME?,#NAME?,0.002
1517,1517,Corn,0,96018.30692,96018.30692,0,#NAME?,#NAME?,0.002
1518,1518,Soybeans,8,94555.71141,94555.71141,0.84606206,-0.167162565,-0.072597779,0.002
1519,1519,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,10791.5872,10791.5872,0,#NAME?,#NAME?,0.002
1520,1520,Developed/Open Space/Developed/Low Intensity,4,15635.35419,15635.35419,2.558304693,0.93934481,0.407952268,0.01
1521,1521,Blank_/Developed/Med Intensity/Developed/High Intensity,0,13490.11941,13490.11941,0,#NAME?,#NAME?,0
1522,1522,Corn,4,269883.0621,269883.0621,0.148212339,-1.909109308,-0.829115638,0.002
1523,1523,Grass/Pasture,142,22999.89236,22999.89236,61.73941938,4.122922615,1.790562541,0.075
1524,1524,Soybeans,0,13457.01919,13457.01919,0,#NAME?,#NAME?,0.002
1525,1525,Corn,4,9900.433684,9900.433684,4.040227052,1.396300891,0.606405772,0.002
1526,1526,Soybeans,4,273475.6864,273475.6864,0.146265288,-1.922333266,-0.83485873,0.002
1527,1527,Soybeans,14,1087020.208,1087020.208,0.128792454,-2.049553055,-0.890109582,0.002
1528,1528,Grass/Pasture,162,65923.56351,65923.56351,24.5739143,3.201685486,1.390474339,0.075
1529,1529,Grass/Pasture,328,110147.8234,110147.8234,29.77816446,3.393775389,1.473897924,0.075
1530,1530,Grass/Pasture,396,152374.6248,152374.6248,25.98857917,3.257657179,1.414782537,0.075
1531,1531,Grass/Pasture,1386,456910.4307,456910.4307,30.33417289,3.412274895,1.481932158,0.075
1532,1532,Grass/Pasture,58,19613.17871,19613.17871,29.57195305,3.38682638,1.470880008,0.075
1533,1533,Soybeans,6,306053.3134,306053.3134,0.196044275,-1.629414751,-0.707645835,0.002
1534,1534,Grass/Pasture,180,21545.71292,21545.71292,83.54330194,4.425365084,1.921911636,0.075
1535,1535,Soybeans,8,284937.9467,284937.9467,0.280762885,-1.270244791,-0.551660303,0.002
1536,1536,Grass/Pasture,1576,273176.3229,273176.3229,57.69167632,4.055112905,1.761113158,0.075
1537,1537,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,9892.297705,9892.297705,0,#NAME?,#NAME?,0.005
1538,1538,Corn,4,219420.2602,219420.2602,0.182298572,-1.702109433,-0.739216734,0.002
1539,1539,Corn,14,552825.0723,552825.0723,0.253244665,-1.373399204,-0.596459696,0.002
1540,1540,Blank_/Developed/Med Intensity/Developed/High Intensity,0,23913.3313,23913.3313,0,#NAME?,#NAME?,0
1541,1541,Corn,12,2091912.693,2091912.693,0.057363771,-2.858342348,-1.241362309,0.002
1542,1542,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,8,218555.0813,218555.0813,0.366040449,-1.005011436,-0.436470921,0.002
1543,1543,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,20,1792633.149,1792633.149,0.111567724,-2.193123484,-0.952461427,0.002
1544,1544,Grass/Pasture,350,69016.76834,69016.76834,50.7123136,3.926168753,1.705113424,0.075
1545,1545,Corn,12,2295534.623,2295534.623,0.052275404,-2.951229304,-1.281702601,0.002
1546,1546,Soybeans,0,59937.59983,59937.59983,0,#NAME?,#NAME?,0.002
1547,1547,Corn,12,822042.9346,822042.9346,0.145977777,-1.924300883,-0.835713255,0.002
1548,1548,Corn,12,1242310.477,1242310.477,0.096594211,-2.33723647,-1.015048902,0.002
1549,1549,Blank_/Developed/Med Intensity/Developed/High Intensity,0,25455.267,25455.267,0,#NAME?,#NAME?,0
1550,1550,Corn,10,312705.571,312705.571,0.319789634,-1.140091894,-0.495135618,0.002
1551,1551,Grass/Pasture,126,47664.60075,47664.60075,26.43471214,3.274678,1.422174585,0.075
1552,1552,Developed/Open Space/Developed/Low Intensity,2,18190.86368,18190.86368,1.099453019,0.094812801,0.041176676,0.01
1553,1553,Wetlands/Herbaceous Wetlands,8,14388.7894,14388.7894,5.559884002,1.715577245,0.745065731,0.02
1554,1554,Soybeans,18,2029235.667,2029235.667,0.088703349,-2.422457632,-1.052059982,0.002
1555,1555,Soybeans,2,656956.6229,656956.6229,0.03044341,-3.49188572,-1.5165067,0.002
1556,1556,Blank_/Developed/Med Intensity/Developed/High Intensity,0,11493.12918,11493.12918,0,#NAME?,#NAME?,0
1557,1557,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,11691.32052,11691.32052,0,#NAME?,#NAME?,0.005
1558,1558,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,6,15288.08616,15288.08616,3.924624663,1.36727072,0.593798129,0.005
1559,1559,Corn,2,110517.4595,110517.4595,0.180966882,-1.709441239,-0.742400897,0.002
1560,1560,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,26080.54852,26080.54852,0,#NAME?,#NAME?,0
1561,1561,Grass/Pasture,76,18423.67227,18423.67227,41.25127656,3.719682059,1.615437393,0.075
1562,1562,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,2,17087.22998,17087.22998,1.170464729,0.157400874,0.068358331,0.002
1563,1563,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,8,40541.97032,40541.97032,1.97326374,0.679688893,0.295185136,0.005
1564,1564,Corn,0,67448.13696,67448.13696,0,#NAME?,#NAME?,0.002
1565,1565,Developed/Open Space/Developed/Low Intensity,12,10115.01723,10115.01723,11.86354875,2.473470569,1.074214619,0.01
1566,1566,Developed/Open Space/Developed/Low Intensity,2,8618.935074,8618.935074,2.320472289,0.841770738,0.365576386,0.01
1567,1567,Developed/Open Space/Developed/Low Intensity,4,9259.477811,9259.477811,4.319898035,1.463231799,0.635473496,0.01
1568,1568,Developed/Open Space/Developed/Low Intensity,2,9058.280034,9058.280034,2.207924675,0.792053013,0.343984253,0.01
1569,1569,Grass/Pasture,158,11691.41444,11691.41444,135.1419033,4.906325362,2.130790031,0.075
1570,1570,Soybeans,6,213383.5881,213383.5881,0.281183762,-1.268746867,-0.551009763,0.002
1571,1571,Soybeans,12,436606.254,436606.254,0.274847185,-1.291540026,-0.560908706,0.002
1572,1572,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,4,28777.54781,28777.54781,1.389972497,0.329283961,0.143006207,0.005
1573,1573,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,26979.98427,26979.98427,0,#NAME?,#NAME?,0.002
1574,1574,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,2,29678.00273,29678.00273,0.673899796,-0.394673849,-0.171404675,0.002
1575,1575,Grass/Pasture,184,15741.98164,15741.98164,116.8849032,4.761189717,2.067758421,0.075
1576,1576,Soybeans,0,13489.6822,13489.6822,0,#NAME?,#NAME?,0.002
1577,1577,Corn,0,21415.85067,21415.85067,0,#NAME?,#NAME?,0.002
1578,1578,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,20684.59872,20684.59872,0,#NAME?,#NAME?,0
1579,1579,Corn,2,300865.0337,300865.0337,0.06647499,-2.710929498,-1.177341722,0.002
1580,1580,Soybeans,4,169828.5182,169828.5182,0.235531702,-1.445909757,-0.627950629,0.002
1581,1581,Grass/Pasture,46,17607.31189,17607.31189,26.12550984,3.262912225,1.417064774,0.075
1582,1582,Blank_/Developed/Med Intensity/Developed/High Intensity,0,8993.431262,8993.431262,0,#NAME?,#NAME?,0
1583,1583,Corn,0,52161.81583,52161.81583,0,#NAME?,#NAME?,0.002
1584,1584,Grass/Pasture,12,10792.23378,10792.23378,11.1191068,2.408664962,1.046069902,0.075
1585,1585,Soybeans,0,198628.3338,198628.3338,0,#NAME?,#NAME?,0.002
1586,1586,Corn,0,23381.8066,23381.8066,0,#NAME?,#NAME?,0.002
1587,1587,Grass/Pasture,70,15288.06022,15288.06022,45.78736543,3.824008189,1.660745655,0.075
1588,1588,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,8993.418348,8993.418348,0,#NAME?,#NAME?,0.005
1589,1589,Corn,0,152538.0011,152538.0011,0,#NAME?,#NAME?,0.002
1590,1590,Soybeans,0,23990.19611,23990.19611,0,#NAME?,#NAME?,0.002
1591,1591,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,2,16054.88304,16054.88304,1.24572692,0.219719231,0.09542285,0.002
1592,1592,Soybeans,2,1011427.573,1011427.573,0.019774031,-3.923385777,-1.703904793,0.002
1593,1593,Soybeans,6,245630.4387,245630.4387,0.2442694,-1.409483562,-0.612130934,0.002
1594,1594,Corn,18,1085171.523,1085171.523,0.165872395,-1.796536488,-0.780225883,0.002
1595,1595,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,16188.36018,16188.36018,0,#NAME?,#NAME?,0.005
1596,1596,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,2,88136.55134,88136.55134,0.22692061,-1.483155058,-0.644126058,0.005
1597,1597,Soybeans,6,594347.4785,594347.4785,0.100951047,-2.293119567,-0.995889174,0.002
1598,1598,Grass/Pasture,16,14389.53994,14389.53994,11.11918801,2.408672266,1.046073074,0.075
1599,1599,Corn,4,663542.2711,663542.2711,0.06028252,-2.808713107,-1.219808604,0.002
1600,1600,Corn,4,124435.0972,124435.0972,0.321452716,-1.134904818,-0.4928829,0.002
1601,1601,Corn,0,9892.300503,9892.300503,0,#NAME?,#NAME?,0.002
1602,1602,Grass/Pasture,52,21583.16092,21583.16092,24.09285655,3.181915388,1.381888295,0.075
1603,1603,Grass/Pasture,18,10791.55506,10791.55506,16.67970918,2.814192962,1.222188474,0.075
1604,1604,Soybeans,4,585623.0825,585623.0825,0.068303319,-2.683796925,-1.165558195,0.002
1605,1605,Soybeans,6,2022824.516,2022824.516,0.029661495,-3.517905527,-1.527806958,0.002
1606,1606,Grass/Pasture,110,19843.35825,19843.35825,55.43416523,4.015196105,1.743777512,0.075
1607,1607,Soybeans,4,465232.2195,465232.2195,0.085978568,-2.453657224,-1.065609793,0.002
1608,1608,Soybeans,0,26978.99193,26978.99193,0,#NAME?,#NAME?,0.002
1609,1609,Grass/Pasture,22,18885.28154,18885.28154,11.64928357,2.455244682,1.066299217,0.075
1610,1610,Grass/Pasture,42,13489.94204,13489.94204,31.13430723,3.438310338,1.493239207,0.075
1611,1611,Soybeans,6,158276.6127,158276.6127,0.379083169,-0.969999653,-0.421265497,0.002
1612,1612,Grass/Pasture,2098,737814.6264,737814.6264,28.43532677,3.347632273,1.453858223,0.075
1613,1613,Grass/Pasture,1628,279708.4859,279708.4859,58.20345403,4.063944701,1.764948758,0.075
1614,1614,Grass/Pasture,348,134000.1147,134000.1147,25.97012702,3.256946917,1.414474074,0.075
1615,1615,Soybeans,0,333908.6753,333908.6753,0,#NAME?,#NAME?,0.002
1616,1616,Grass/Pasture,98,15589.11599,15589.11599,62.86437285,4.140979594,1.798404587,0.075
1617,1617,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,131297.7601,131297.7601,0,#NAME?,#NAME?,0.002
1618,1618,Grass/Pasture,760,431712.6596,431712.6596,17.60430191,2.868143299,1.245618808,0.075
1619,1619,Grass/Pasture,42,14388.65878,14388.65878,29.18965599,3.3738144,1.465228977,0.075
1620,1620,Corn,0,141391.0365,141391.0365,0,#NAME?,#NAME?,0.002
1621,1621,Soybeans,2,507114.497,507114.497,0.039438825,-3.233004537,-1.40407603,0.002
1622,1622,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,20012.82262,20012.82262,0,#NAME?,#NAME?,0.002
1623,1623,Grass/Pasture,22,10791.58496,10791.58496,20.38625474,3.014860886,1.309337447,0.075
