FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity
11572,11573,MWROW0,0,2499.99948,2499.99948,0,#NAME?,#NAME?
11573,11574,MWROW0,0,2483.155944,2483.155944,0,#NAME?,#NAME?
11574,11575,MWROW0,0,2499.997953,2499.997953,0,#NAME?,#NAME?
11575,11576,MWROW0,0,2499.997579,2499.997579,0,#NAME?,#NAME?
11576,11577,MWROW0,0,2500.001261,2500.001261,0,#NAME?,#NAME?
11577,11578,MWROW0,0,2451.52755,2451.52755,0,#NAME?,#NAME?
11578,11579,MWROW0,0,2485.28111,2485.28111,0,#NAME?,#NAME?
11579,11580,MWROW0,0,2500.000722,2500.000722,0,#NAME?,#NAME?
11580,11581,MWROW0,0,2499.999011,2499.999011,0,#NAME?,#NAME?
11581,11582,MWROW0,0,2499.999675,2499.999675,0,#NAME?,#NAME?
11582,11583,MWROW0,0,5137.865666,5137.865666,0,#NAME?,#NAME?
11583,11584,MWROW0,0,2500.002946,2500.002946,0,#NAME?,#NAME?
11584,11585,MWROW0,0,2499.999219,2499.999219,0,#NAME?,#NAME?
11585,11586,MWROW0,0,2499.997181,2499.997181,0,#NAME?,#NAME?
11586,11587,MWROW0,0,2500.000954,2500.000954,0,#NAME?,#NAME?
11587,11588,MWROW0,0,3093.121933,3093.121933,0,#NAME?,#NAME?
11588,11589,MWROW0,0,2500.002627,2500.002627,0,#NAME?,#NAME?
11589,11590,MWROW0,0,2477.934743,2477.934743,0,#NAME?,#NAME?
11590,11591,MWROW0,0,2470.822138,2470.822138,0,#NAME?,#NAME?
11591,11592,MWROW0,0,2500.001318,2500.001318,0,#NAME?,#NAME?
11592,11593,MWROW0,0,3611.126142,3611.126142,0,#NAME?,#NAME?
11593,11594,MWROW0,0,2499.998018,2499.998018,0,#NAME?,#NAME?
11594,11595,MWROW0,0,2499.99795,2499.99795,0,#NAME?,#NAME?
11595,11596,MWROW0,0,2500.000176,2500.000176,0,#NAME?,#NAME?
11596,11597,MWROW0,0,2500.000829,2500.000829,0,#NAME?,#NAME?
11597,11598,MWROW0,0,2477.357626,2477.357626,0,#NAME?,#NAME?
11598,11599,MWROW0,0,2462.928763,2462.928763,0,#NAME?,#NAME?
11599,11600,MWROW0,0,2499.999276,2499.999276,0,#NAME?,#NAME?
11600,11601,MWROW0,0,2462.553978,2462.553978,0,#NAME?,#NAME?
11601,11602,MWROW0,0,2499.99979,2499.99979,0,#NAME?,#NAME?
11602,11603,MWROW0,0,2461.466497,2461.466497,0,#NAME?,#NAME?
11603,11604,MWROW0,0,2440.668492,2440.668492,0,#NAME?,#NAME?
11604,11605,MWROW0,0,2500.002248,2500.002248,0,#NAME?,#NAME?
11605,11606,MWROW0,0,2458.95874,2458.95874,0,#NAME?,#NAME?
11606,11607,MWROW0,0,2500.002408,2500.002408,0,#NAME?,#NAME?
11607,11608,MWROW0,0,2499.99818,2499.99818,0,#NAME?,#NAME?
11608,11609,MWROW0,0,2499.999651,2499.999651,0,#NAME?,#NAME?
11609,11610,MWROW0,0,2499.998604,2499.998604,0,#NAME?,#NAME?
11610,11611,MWROW0,0,2485.904258,2485.904258,0,#NAME?,#NAME?
11611,11612,MWROW0,0,2476.7095,2476.7095,0,#NAME?,#NAME?
11612,11613,MWROW0,0,2499.999641,2499.999641,0,#NAME?,#NAME?
11613,11614,MWROW0,0,2500.001316,2500.001316,0,#NAME?,#NAME?
11614,11615,MWROW0,0,2490.970064,2490.970064,0,#NAME?,#NAME?
11615,11616,MWROW0,0,2500.000065,2500.000065,0,#NAME?,#NAME?
11616,11617,MWROW0,0,2457.390912,2457.390912,0,#NAME?,#NAME?
11617,11618,MWROW0,0,2962.654165,2962.654165,0,#NAME?,#NAME?
11618,11619,MWROW0,0,2596.665082,2596.665082,0,#NAME?,#NAME?
11619,11620,MWROW0,0,2499.997275,2499.997275,0,#NAME?,#NAME?
11620,11621,MWROW0,0,2451.387252,2451.387252,0,#NAME?,#NAME?
11621,11622,MWROW0,0,2500.002856,2500.002856,0,#NAME?,#NAME?
11622,11623,MWROW0,0,2499.999159,2499.999158,0,#NAME?,#NAME?
11623,11624,MWROW0,0,2465.353598,2465.353598,0,#NAME?,#NAME?
11624,11625,MWROW0,0,2311.245313,2311.245313,0,#NAME?,#NAME?
11625,11626,MWROW0,0,2500.000106,2500.000106,0,#NAME?,#NAME?
11626,11627,MWROW0,0,2500.003782,2500.003782,0,#NAME?,#NAME?
11627,11628,MWROW0,0,2457.087339,2457.087339,0,#NAME?,#NAME?
11628,11629,MWROW0,0,2499.99903,2499.99903,0,#NAME?,#NAME?
11629,11630,MWROW0,0,2499.998416,2499.998416,0,#NAME?,#NAME?
11630,11631,MWROW0,0,2500.000549,2500.000549,0,#NAME?,#NAME?
11631,11632,MWROW0,0,2500.000301,2500.000301,0,#NAME?,#NAME?
11632,11633,MWROW0,0,2500.000301,2500.000301,0,#NAME?,#NAME?
11633,11634,MWROW0,0,2500.000621,2500.000621,0,#NAME?,#NAME?
11634,11635,MWROW0,0,2480.731453,2480.731453,0,#NAME?,#NAME?
11635,11636,MWROW0,0,2500.000963,2500.000963,0,#NAME?,#NAME?
11636,11637,MWROW0,0,2499.999908,2499.999908,0,#NAME?,#NAME?
11637,11638,MWROW0,0,2499.998479,2499.998479,0,#NAME?,#NAME?
11638,11639,MWROW0,0,2500.00054,2500.00054,0,#NAME?,#NAME?
11639,11640,MWROW0,0,2500.003493,2500.003493,0,#NAME?,#NAME?
11640,11641,MWROW0,0,2500.003826,2500.003826,0,#NAME?,#NAME?
11641,11642,MWROW0,0,2499.999507,2499.999507,0,#NAME?,#NAME?
11642,11643,MWROW0,0,2500.000985,2500.000985,0,#NAME?,#NAME?
11643,11644,MWROW0,0,2500.003131,2500.003131,0,#NAME?,#NAME?
11644,11645,MWROW0,0,2500.000595,2500.000595,0,#NAME?,#NAME?
11645,11646,MWROW0,0,2489.576391,2489.576391,0,#NAME?,#NAME?
11646,11647,MWROW0,0,6691.448589,6691.448589,0,#NAME?,#NAME?
11647,11648,MWROW0,0,2500.001044,2500.001044,0,#NAME?,#NAME?
11648,11649,MWROW0,0,2499.997315,2499.997315,0,#NAME?,#NAME?
11649,11650,MWROW0,0,2499.997838,2499.997838,0,#NAME?,#NAME?
11650,11651,MWROW0,0,2499.996858,2499.996858,0,#NAME?,#NAME?
11651,11652,MWROW0,0,2488.156327,2488.156327,0,#NAME?,#NAME?
11652,11653,MWROW0,0,5031.727388,5031.727388,0,#NAME?,#NAME?
11653,11654,MWROW0,0,2499.996535,2499.996535,0,#NAME?,#NAME?
11654,11655,MWROW0,0,2499.990929,2499.990929,0,#NAME?,#NAME?
11655,11656,MWROW0,0,2755.961398,2755.961398,0,#NAME?,#NAME?
11656,11657,MWROW0,0,2499.99801,2499.99801,0,#NAME?,#NAME?
11657,11658,MWROW0,0,2500.001165,2500.001165,0,#NAME?,#NAME?
11658,11659,MWROW0,0,2500.000974,2500.000973,0,#NAME?,#NAME?
11659,11660,MWROW0,0,2454.655078,2454.655078,0,#NAME?,#NAME?
11660,11661,MWROW0,0,2500.000324,2500.000324,0,#NAME?,#NAME?
11661,11662,MWROW0,0,2500.000365,2500.000365,0,#NAME?,#NAME?
11662,11663,MWROW0,0,2500.000441,2500.000441,0,#NAME?,#NAME?
11663,11664,MWROW0,0,2499.999046,2499.999046,0,#NAME?,#NAME?
11664,11665,MWROW0,0,2499.999317,2499.999317,0,#NAME?,#NAME?
11665,11666,MWROW0,0,2456.347309,2456.347309,0,#NAME?,#NAME?
11666,11667,MWROW0,0,2499.999633,2499.999633,0,#NAME?,#NAME?
11667,11668,MWROW0,0,2500.001211,2500.001211,0,#NAME?,#NAME?
11668,11669,MWROW0,0,2500.001953,2500.001953,0,#NAME?,#NAME?
11669,11670,MWROW0,0,2499.999213,2499.999213,0,#NAME?,#NAME?
11670,11671,MWROW0,0,2475.199145,2475.199145,0,#NAME?,#NAME?
11671,11672,MWROW0,0,2499.998769,2499.998769,0,#NAME?,#NAME?
11672,11673,MWROW0,0,2500.003419,2500.003419,0,#NAME?,#NAME?
11673,11674,MWROW0,0,2500.000179,2500.000179,0,#NAME?,#NAME?
11674,11675,MWROW0,0,2499.998223,2499.998223,0,#NAME?,#NAME?
11675,11676,MWROW0,0,2500.001436,2500.001436,0,#NAME?,#NAME?
11676,11677,MWROW0,0,2500.003042,2500.003042,0,#NAME?,#NAME?
11677,11678,MWROW0,0,2499.998143,2499.998143,0,#NAME?,#NAME?
11678,11679,MWROW0,0,2500.001087,2500.001087,0,#NAME?,#NAME?
11679,11680,MWROW0,0,2476.808854,2476.808854,0,#NAME?,#NAME?
11680,11681,MWROW0,0,2499.99598,2499.99598,0,#NAME?,#NAME?
11681,11682,MWROW0,0,2477.225641,2477.225641,0,#NAME?,#NAME?
11682,11683,MWROW0,0,2500.003103,2500.003103,0,#NAME?,#NAME?
11683,11684,MWROW0,0,2500.00048,2500.00048,0,#NAME?,#NAME?
11684,11685,MWROW0,0,2499.998828,2499.998828,0,#NAME?,#NAME?
11685,11686,MWROW0,0,2499.999345,2499.999345,0,#NAME?,#NAME?
11686,11687,MWROW0,0,2500.003802,2500.003802,0,#NAME?,#NAME?
11687,11688,MWROW0,0,2471.481647,2471.481647,0,#NAME?,#NAME?
11688,11689,MWROW0,0,2471.139889,2471.139889,0,#NAME?,#NAME?
11689,11690,MWROW0,0,2499.999189,2499.999189,0,#NAME?,#NAME?
11690,11691,MWROW0,0,2500.002162,2500.002162,0,#NAME?,#NAME?
11691,11692,MWROW0,0,2468.638203,2468.638203,0,#NAME?,#NAME?
11692,11693,MWROW0,0,2500.001879,2500.001879,0,#NAME?,#NAME?
11693,11694,MWROW0,0,2500.00477,2500.00477,0,#NAME?,#NAME?
11694,11695,MWROW0,0,2499.998739,2499.998739,0,#NAME?,#NAME?
11695,11696,MWROW0,0,2471.685717,2471.685717,0,#NAME?,#NAME?
11696,11697,MWROW0,0,2500.003811,2500.003811,0,#NAME?,#NAME?
11697,11698,MWROW0,0,2500.002766,2500.002766,0,#NAME?,#NAME?
11698,11699,MWROW0,0,2498.776637,2498.776637,0,#NAME?,#NAME?
11699,11700,MWROW0,0,2500.000012,2500.000012,0,#NAME?,#NAME?
11700,11701,MWROW0,0,2483.340291,2483.340291,0,#NAME?,#NAME?
11701,11702,MWROW0,0,2500.000663,2500.000663,0,#NAME?,#NAME?
11702,11703,MWROW0,0,2499.995021,2499.995021,0,#NAME?,#NAME?
11703,11704,MWROW0,0,2482.732192,2482.732192,0,#NAME?,#NAME?
11704,11705,MWROW0,0,3781.315654,3781.315654,0,#NAME?,#NAME?
11705,11706,MWROW0,0,3682.065564,3682.065564,0,#NAME?,#NAME?
11706,11707,MWROW0,0,2499.999104,2499.999104,0,#NAME?,#NAME?
11707,11708,MWROW0,0,2499.999921,2499.999921,0,#NAME?,#NAME?
11708,11709,MWROW0,0,2499.999486,2499.999486,0,#NAME?,#NAME?
11709,11710,MWROW0,0,2500.000571,2500.000571,0,#NAME?,#NAME?
11710,11711,MWROW0,0,2475.613138,2475.613138,0,#NAME?,#NAME?
11711,11712,MWROW0,0,2499.985794,2499.985794,0,#NAME?,#NAME?
11712,11713,MWROW0,0,2499.998309,2499.998309,0,#NAME?,#NAME?
11713,11714,MWROW0,0,2498.603326,2498.603326,0,#NAME?,#NAME?
11714,11715,MWROW0,0,2489.257106,2489.257106,0,#NAME?,#NAME?
11715,11716,MWROW0,0,2500.001256,2500.001256,0,#NAME?,#NAME?
11716,11717,MWROW0,0,2499.997913,2499.997913,0,#NAME?,#NAME?
11717,11718,MWROW0,0,2499.998943,2499.998943,0,#NAME?,#NAME?
11718,11719,MWROW0,0,2500.002139,2500.002139,0,#NAME?,#NAME?
11719,11720,MWROW0,0,2500.003967,2500.003967,0,#NAME?,#NAME?
11720,11721,MWROW0,0,2500.001781,2500.001781,0,#NAME?,#NAME?
11721,11722,MWROW0,0,3079.553306,3079.553306,0,#NAME?,#NAME?
11722,11723,MWROW0,0,2472.074994,2472.074994,0,#NAME?,#NAME?
11723,11724,MWROW0,0,2500.004441,2500.004441,0,#NAME?,#NAME?
11724,11725,MWROW0,0,2468.168202,2468.168202,0,#NAME?,#NAME?
11725,11726,MWROW0,0,2500.004197,2500.004197,0,#NAME?,#NAME?
11726,11727,MWROW0,0,2500.001702,2500.001702,0,#NAME?,#NAME?
11727,11728,MWROW0,0,2500.001649,2500.001649,0,#NAME?,#NAME?
11728,11729,MWROW0,0,2499.994399,2499.994399,0,#NAME?,#NAME?
11729,11730,MWROW0,0,2500.00205,2500.00205,0,#NAME?,#NAME?
11730,11731,MWROW0,0,2500.000181,2500.000181,0,#NAME?,#NAME?
11731,11732,MWROW0,0,2500.00145,2500.00145,0,#NAME?,#NAME?
11732,11733,MWROW0,0,2499.99703,2499.99703,0,#NAME?,#NAME?
11733,11734,MWROW0,0,2500.001118,2500.001118,0,#NAME?,#NAME?
11734,11735,MWROW0,0,2500.141483,2500.141483,0,#NAME?,#NAME?
11735,11736,MWROW0,0,2499.999019,2499.999019,0,#NAME?,#NAME?
11736,11737,MWROW0,0,2499.997771,2499.997771,0,#NAME?,#NAME?
11737,11738,MWROW0,0,2500.000382,2500.000382,0,#NAME?,#NAME?
11738,11739,MWROW0,0,2500.001204,2500.001204,0,#NAME?,#NAME?
11739,11740,MWROW0,0,2500.000882,2500.000882,0,#NAME?,#NAME?
11740,11741,MWROW0,0,2500.002467,2500.002467,0,#NAME?,#NAME?
11741,11742,MWROW0,0,2500.005948,2500.005948,0,#NAME?,#NAME?
11742,11743,MWROW0,0,2499.999766,2499.999766,0,#NAME?,#NAME?
11743,11744,MWROW0,0,2488.960896,2488.960896,0,#NAME?,#NAME?
11744,11745,MWROW0,0,2500.003934,2500.003934,0,#NAME?,#NAME?
11745,11746,MWROW0,0,2499.999273,2499.999273,0,#NAME?,#NAME?
11746,11747,MWROW0,0,2492.885486,2492.885486,0,#NAME?,#NAME?
11747,11748,MWROW0,0,2499.999935,2499.999935,0,#NAME?,#NAME?
11748,11749,MWROW0,0,2486.426961,2486.426961,0,#NAME?,#NAME?
11749,11750,MWROW0,0,2500.004899,2500.004899,0,#NAME?,#NAME?
11750,11751,MWROW0,0,2475.236453,2475.236453,0,#NAME?,#NAME?
11751,11752,MWROW0,0,2500.001243,2500.001243,0,#NAME?,#NAME?
11752,11753,MWROW0,0,2500.003539,2500.003539,0,#NAME?,#NAME?
11753,11754,MWROW0,0,2499.998247,2499.998247,0,#NAME?,#NAME?
11754,11755,MWROW0,0,2483.277255,2483.277255,0,#NAME?,#NAME?
11755,11756,MWROW0,0,2499.999792,2499.999792,0,#NAME?,#NAME?
11756,11757,MWROW0,0,2499.997911,2499.997911,0,#NAME?,#NAME?
11757,11758,MWROW0,0,2500.000589,2500.000589,0,#NAME?,#NAME?
11758,11759,MWROW0,0,2485.690332,2485.690332,0,#NAME?,#NAME?
11759,11760,MWROW0,0,3786.322691,3786.322691,0,#NAME?,#NAME?
11760,11761,MWROW0,0,2687.559394,2687.559394,0,#NAME?,#NAME?
11761,11762,MWROW0,0,2460.142553,2460.142553,0,#NAME?,#NAME?
11762,11763,MWROW0,0,2499.997877,2499.997877,0,#NAME?,#NAME?
11763,11764,MWROW0,0,2499.999257,2499.999257,0,#NAME?,#NAME?
11764,11765,MWROW0,0,2482.470308,2482.470308,0,#NAME?,#NAME?
11765,11766,MWROW0,0,2499.999781,2499.999781,0,#NAME?,#NAME?
11766,11767,MWROW0,0,2490.540275,2490.540275,0,#NAME?,#NAME?
11767,11768,MWROW0,0,2499.998586,2499.998586,0,#NAME?,#NAME?
11768,11769,MWROW0,0,2499.997315,2499.997315,0,#NAME?,#NAME?
11769,11770,MWROW0,0,2494.563788,2494.563788,0,#NAME?,#NAME?
11770,11771,MWROW0,0,2467.983453,2467.983453,0,#NAME?,#NAME?
11771,11772,MWROW0,0,2491.4324,2491.4324,0,#NAME?,#NAME?
11772,11773,MWROW0,0,2500.00464,2500.00464,0,#NAME?,#NAME?
11773,11774,MWROW0,0,2465.514213,2465.514213,0,#NAME?,#NAME?
11774,11775,MWROW0,0,2474.365037,2474.365037,0,#NAME?,#NAME?
11775,11776,MWROW0,0,2459.002006,2459.002006,0,#NAME?,#NAME?
11776,11777,MWROW0,0,2499.999267,2499.999267,0,#NAME?,#NAME?
11777,11778,MWROW0,0,2475.339037,2475.339037,0,#NAME?,#NAME?
11778,11779,MWROW0,0,2499.998079,2499.998079,0,#NAME?,#NAME?
11779,11780,MWROW0,0,2499.999415,2499.999415,0,#NAME?,#NAME?
11780,11781,MWROW0,0,2494.188729,2494.188729,0,#NAME?,#NAME?
11781,11782,MWROW0,0,2499.995826,2499.995826,0,#NAME?,#NAME?
11782,11783,MWROW0,0,2500.020246,2500.020246,0,#NAME?,#NAME?
11783,11784,MWROW0,0,2499.992762,2499.992762,0,#NAME?,#NAME?
11784,11785,MWROW0,0,2481.042797,2481.042797,0,#NAME?,#NAME?
11785,11786,MWROW0,0,2499.999404,2499.999404,0,#NAME?,#NAME?
11786,11787,MWROW0,0,2499.998936,2499.998936,0,#NAME?,#NAME?
11787,11788,MWROW0,0,2499.996382,2499.996382,0,#NAME?,#NAME?
11788,11789,MWROW0,0,2499.998658,2499.998658,0,#NAME?,#NAME?
11789,11790,MWROW0,0,2500.000568,2500.000568,0,#NAME?,#NAME?
11790,11791,MWROW0,0,2500.003195,2500.003195,0,#NAME?,#NAME?
11791,11792,MWROW0,0,2500.00101,2500.00101,0,#NAME?,#NAME?
11792,11793,MWROW0,0,2493.096405,2493.096405,0,#NAME?,#NAME?
11793,11794,MWROW0,0,2499.99966,2499.99966,0,#NAME?,#NAME?
11794,11795,MWROW0,0,2500.001793,2500.001793,0,#NAME?,#NAME?
11795,11796,MWROW0,0,2499.998959,2499.998959,0,#NAME?,#NAME?
11796,11797,MWROW0,0,2499.998233,2499.998233,0,#NAME?,#NAME?
11797,11798,MWROW0,0,2500.079902,2500.079902,0,#NAME?,#NAME?
11798,11799,MWROW0,0,2499.998319,2499.998319,0,#NAME?,#NAME?
11799,11800,MWROW0,0,2499.998763,2499.998763,0,#NAME?,#NAME?
11800,11801,MWROW0,0,2499.996523,2499.996523,0,#NAME?,#NAME?
11801,11802,MWROW0,0,2490.272667,2490.272667,0,#NAME?,#NAME?
11802,11803,MWROW0,0,2500.000102,2500.000102,0,#NAME?,#NAME?
11803,11804,MWROW0,0,2500.00129,2500.00129,0,#NAME?,#NAME?
11804,11805,MWROW0,0,2499.999559,2499.999559,0,#NAME?,#NAME?
11805,11806,MWROW0,0,2457.520573,2457.520573,0,#NAME?,#NAME?
11806,11807,MWROW0,0,2500.000093,2500.000093,0,#NAME?,#NAME?
11807,11808,MWROW0,0,2499.997616,2499.997616,0,#NAME?,#NAME?
11808,11809,MWROW0,0,2500.002652,2500.002652,0,#NAME?,#NAME?
11809,11810,MWROW0,0,2493.201349,2493.201349,0,#NAME?,#NAME?
11810,11811,MWROW0,0,2499.999901,2499.999901,0,#NAME?,#NAME?
11811,11812,MWROW0,0,2499.999821,2499.999821,0,#NAME?,#NAME?
11812,11813,MWROW0,0,2499.96773,2499.96773,0,#NAME?,#NAME?
11813,11814,MWROW0,0,2499.996368,2499.996368,0,#NAME?,#NAME?
11814,11815,MWROW0,0,2500.002995,2500.002995,0,#NAME?,#NAME?
11815,11816,MWROW0,0,2500.002757,2500.002757,0,#NAME?,#NAME?
11816,11817,MWROW0,0,2500.000896,2500.000896,0,#NAME?,#NAME?
11817,11818,MWROW0,0,2484.105096,2484.105096,0,#NAME?,#NAME?
11818,11819,MWROW0,0,2500.000238,2500.000238,0,#NAME?,#NAME?
11819,11820,MWROW0,0,2514.531049,2514.531049,0,#NAME?,#NAME?
11820,11821,MWROW0,0,2499.998547,2499.998547,0,#NAME?,#NAME?
11821,11822,MWROW0,0,2499.999043,2499.999043,0,#NAME?,#NAME?
11822,11823,MWROW0,0,2500.001082,2500.001082,0,#NAME?,#NAME?
11823,11824,MWROW0,0,2499.99907,2499.99907,0,#NAME?,#NAME?
11824,11825,MWROW0,0,2496.948759,2496.948759,0,#NAME?,#NAME?
11825,11826,MWROW0,0,2500.002525,2500.002525,0,#NAME?,#NAME?
11826,11827,MWROW0,0,2499.999671,2499.999671,0,#NAME?,#NAME?
11827,11828,MWROW0,0,2500.002115,2500.002115,0,#NAME?,#NAME?
11828,11829,MWROW0,0,2499.996898,2499.996898,0,#NAME?,#NAME?
11829,11830,MWROW0,0,2499.999188,2499.999188,0,#NAME?,#NAME?
11830,11831,MWROW0,0,2500.001644,2500.001644,0,#NAME?,#NAME?
11831,11832,MWROW0,0,2499.996107,2499.996107,0,#NAME?,#NAME?
11832,11833,MWROW0,0,2499.99705,2499.99705,0,#NAME?,#NAME?
11833,11834,MWROW0,0,2499.999658,2499.999658,0,#NAME?,#NAME?
11834,11835,MWROW0,0,2500.002967,2500.002967,0,#NAME?,#NAME?
11835,11836,MWROW0,0,2481.286325,2481.286325,0,#NAME?,#NAME?
11836,11837,MWROW0,0,2499.975792,2499.975792,0,#NAME?,#NAME?
11837,11838,MWROW0,0,2500.000713,2500.000713,0,#NAME?,#NAME?
11838,11839,MWROW0,0,2469.142597,2469.142597,0,#NAME?,#NAME?
11839,11840,MWROW0,0,2499.998703,2499.998703,0,#NAME?,#NAME?
11840,11841,MWROW0,0,2500.004377,2500.004377,0,#NAME?,#NAME?
11841,11842,MWROW0,0,2467.085577,2467.085577,0,#NAME?,#NAME?
11842,11843,MWROW0,0,2500.00265,2500.00265,0,#NAME?,#NAME?
11843,11844,MWROW0,0,2500.001111,2500.001111,0,#NAME?,#NAME?
11844,11845,MWROW0,0,2500.002446,2500.002446,0,#NAME?,#NAME?
11845,11846,MWROW0,0,2499.997896,2499.997896,0,#NAME?,#NAME?
11846,11847,MWROW0,0,2499.998004,2499.998004,0,#NAME?,#NAME?
11847,11848,MWROW0,0,2499.965484,2499.965484,0,#NAME?,#NAME?
11848,11849,MWROW0,0,2497.982959,2497.982959,0,#NAME?,#NAME?
11849,11850,MWROW0,0,2500.005315,2500.005315,0,#NAME?,#NAME?
11850,11851,MWROW0,0,2499.99676,2499.99676,0,#NAME?,#NAME?
11851,11852,MWROW0,0,2500.001544,2500.001544,0,#NAME?,#NAME?
11852,11853,MWROW0,0,2499.999469,2499.999469,0,#NAME?,#NAME?
11853,11854,MWROW0,0,2500.00016,2500.00016,0,#NAME?,#NAME?
11854,11855,MWROW0,0,3226.049158,3226.049158,0,#NAME?,#NAME?
11855,11856,MWROW0,0,2468.861219,2468.861219,0,#NAME?,#NAME?
11856,11857,MWROW0,0,2500.003867,2500.003867,0,#NAME?,#NAME?
11857,11858,MWROW0,0,2500.00097,2500.00097,0,#NAME?,#NAME?
11858,11859,MWROW0,0,2500.0014,2500.0014,0,#NAME?,#NAME?
11859,11860,MWROW0,0,2499.996639,2499.996639,0,#NAME?,#NAME?
11860,11861,MWROW0,0,2499.998776,2499.998776,0,#NAME?,#NAME?
11861,11862,MWROW0,0,2499.994289,2499.994289,0,#NAME?,#NAME?
11862,11863,MWROW0,0,2499.99761,2499.99761,0,#NAME?,#NAME?
11863,11864,MWROW0,0,2472.209887,2472.209887,0,#NAME?,#NAME?
11864,11865,MWROW0,0,2500.000592,2500.000592,0,#NAME?,#NAME?
11865,11866,MWROW0,0,2500.000774,2500.000774,0,#NAME?,#NAME?
11866,11867,MWROW0,0,2489.35635,2489.35635,0,#NAME?,#NAME?
11867,11868,MWROW0,0,2471.050861,2471.050861,0,#NAME?,#NAME?
11868,11869,MWROW0,0,2499.99834,2499.99834,0,#NAME?,#NAME?
11869,11870,MWROW0,0,2500.004478,2500.004478,0,#NAME?,#NAME?
11870,11871,MWROW0,0,2499.982634,2499.982634,0,#NAME?,#NAME?
11871,11872,MWROW0,0,2499.988793,2499.988793,0,#NAME?,#NAME?
11872,11873,MWROW0,0,2500.0083,2500.008299,0,#NAME?,#NAME?
11873,11874,MWROW0,0,2465.683501,2465.683501,0,#NAME?,#NAME?
11874,11875,MWROW0,0,2500.003492,2500.003492,0,#NAME?,#NAME?
11875,11876,MWROW0,0,2500.001201,2500.001201,0,#NAME?,#NAME?
11876,11877,MWROW0,0,3156.527557,3156.527557,0,#NAME?,#NAME?
11877,11878,MWROW0,0,2499.999853,2499.999853,0,#NAME?,#NAME?
11878,11879,MWROW0,0,2468.758867,2468.758867,0,#NAME?,#NAME?
11879,11880,MWROW0,0,2499.999883,2499.999883,0,#NAME?,#NAME?
11880,11881,MWROW0,0,2500.025083,2500.025083,0,#NAME?,#NAME?
11881,11882,MWROW0,0,2491.245999,2491.245999,0,#NAME?,#NAME?
11882,11883,MWROW0,0,2500.001457,2500.001457,0,#NAME?,#NAME?
11883,11884,MWROW0,0,2499.997104,2499.997104,0,#NAME?,#NAME?
11884,11885,MWROW0,0,2499.999182,2499.999182,0,#NAME?,#NAME?
11885,11886,MWROW0,0,2480.492069,2480.492069,0,#NAME?,#NAME?
11886,11887,MWROW0,0,2500.000718,2500.000718,0,#NAME?,#NAME?
11887,11888,MWROW0,0,2500.000613,2500.000613,0,#NAME?,#NAME?
11888,11889,MWROW0,0,2499.997896,2499.997896,0,#NAME?,#NAME?
11889,11890,MWROW0,0,2499.999412,2499.999412,0,#NAME?,#NAME?
11890,11891,MWROW0,0,2458.592279,2458.592279,0,#NAME?,#NAME?
11891,11892,MWROW0,0,2499.991609,2499.991609,0,#NAME?,#NAME?
11892,11893,MWROW0,0,3019.221966,3019.221966,0,#NAME?,#NAME?
11893,11894,MWROW0,0,2499.999168,2499.999168,0,#NAME?,#NAME?
11894,11895,MWROW0,0,2499.995815,2499.995815,0,#NAME?,#NAME?
11895,11896,MWROW0,0,2500.000586,2500.000586,0,#NAME?,#NAME?
11896,11897,MWROW0,0,2473.005567,2473.005567,0,#NAME?,#NAME?
11897,11898,MWROW0,0,2500.000058,2500.000058,0,#NAME?,#NAME?
11898,11899,MWROW0,0,2499.997912,2499.997912,0,#NAME?,#NAME?
11899,11900,MWROW0,0,2500.001366,2500.001366,0,#NAME?,#NAME?
11900,11901,MWROW0,0,3076.998295,3076.998295,0,#NAME?,#NAME?
11901,11902,MWROW0,0,2500.003209,2500.003209,0,#NAME?,#NAME?
11902,11903,MWROW0,0,2499.999849,2499.999849,0,#NAME?,#NAME?
11903,11904,MWROW0,0,2499.995813,2499.995813,0,#NAME?,#NAME?
11904,11905,MWROW0,0,2453.473835,2453.473835,0,#NAME?,#NAME?
11905,11906,MWROW0,0,6788.850829,6788.850829,0,#NAME?,#NAME?
11906,11907,MWROW0,0,2500.001216,2500.001216,0,#NAME?,#NAME?
11907,11908,MWROW0,0,2483.318313,2483.318313,0,#NAME?,#NAME?
11908,11909,MWROW0,0,2500.000847,2500.000847,0,#NAME?,#NAME?
11909,11910,MWROW0,0,2499.999798,2499.999798,0,#NAME?,#NAME?
11910,11911,MWROW0,0,2463.905839,2463.905839,0,#NAME?,#NAME?
11911,11912,MWROW0,0,2464.352316,2464.352316,0,#NAME?,#NAME?
11912,11913,MWROW0,0,2466.148674,2466.148674,0,#NAME?,#NAME?
11913,11914,MWROW0,0,2499.999611,2499.999611,0,#NAME?,#NAME?
11914,11915,MWROW0,0,3182.513794,3182.513794,0,#NAME?,#NAME?
11915,11916,MWROW0,0,2500.000708,2500.000708,0,#NAME?,#NAME?
11916,11917,MWROW0,0,2500.000255,2500.000255,0,#NAME?,#NAME?
11917,11918,MWROW0,0,2500.000926,2500.000926,0,#NAME?,#NAME?
11918,11919,MWROW0,0,2473.629503,2473.629503,0,#NAME?,#NAME?
11919,11920,MWROW0,0,2489.752992,2489.752992,0,#NAME?,#NAME?
