FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity,ProbEggs
2249,2250,Grass/Pasture,112,25278.09439,25278.09439,44.30713735,3.791145778,1.646473691,0.1
2250,2251,Corn,280,137661.4141,137661.4141,20.3397591,3.012577547,1.308345805,0.1
2251,2252,Grass/Pasture,50,20683.93751,20683.93751,24.17334706,3.185250665,1.383336787,0.1
2252,2253,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,74,21224.62083,21224.62083,34.86516937,3.551488318,1.542391779,0.1
2253,2254,Corn,56,20683.96644,20683.96644,27.07411084,3.298577952,1.432554203,0.1
2254,2255,Corn,268,68350.35423,68350.35423,39.20974558,3.668925328,1.593394024,0.1
2255,2256,Grass/Pasture,386,102327.9684,102327.9684,37.72184731,3.630239431,1.576592953,0.1
2256,2257,Developed/Open Space/Developed/Low Intensity,40,13993.77198,13993.77198,28.58414447,3.352852175,1.456125198,0.1
2257,2258,Developed/Open Space/Developed/Low Intensity,90,20076.59469,20076.59469,44.82831944,3.80284007,1.651552458,0.1
2258,2259,Corn,10,8993.000768,8993.000768,11.11975886,2.408723604,1.046095369,0.1
2259,2260,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,28,8993.416902,8993.416902,31.13388416,3.438296749,1.493233305,0.1
2260,2261,Grass/Pasture,44,10440.60489,10440.60489,42.14315211,3.741072206,1.624727016,0.1
2261,2262,Developed/Open Space/Developed/Low Intensity,76,8207.670188,8207.670188,92.59631328,4.528249327,1.966593696,0.1
2262,2263,Developed/Open Space/Developed/Low Intensity,100,10391.47754,10391.47754,96.23270571,4.566769276,1.983322697,0.1
2263,2264,Developed/Open Space/Developed/Low Intensity,154,23562.93293,23562.93293,65.35688934,4.179862857,1.815291374,0.1
2264,2265,Grass/Pasture,594,167598.9192,167598.9192,35.441756,3.567890673,1.549515231,0.1
2265,2266,Developed/Open Space/Developed/Low Intensity,146,46745.00272,46745.00272,31.23328517,3.441484358,1.494617666,0.1
2266,2267,Grass/Pasture,1450,564269.2707,564269.2707,25.69695135,3.246372361,1.409881602,0.1
2267,2268,Grass/Pasture,66,18886.15546,18886.15546,34.94623357,3.553810697,1.543400375,0.1
2268,2269,Corn,1664,739662.174,739662.174,22.49675674,3.113371154,1.352119912,0.1
2269,2270,Soybeans,38,9892.842196,9892.842196,38.41161038,3.648359768,1.584462515,0.1
2270,2271,Soybeans,176,51262.82193,51262.82193,34.33287388,3.536103317,1.535710158,0.1
2271,2272,Corn,680,236185.7925,236185.7925,28.79089351,3.36005914,1.459255143,0.1
2272,2273,Corn,1528,602796.661,602796.661,25.34851466,3.232720135,1.403952516,0.1
2273,2274,Corn,32,8993.370791,8993.370791,35.58176433,3.571833269,1.551227479,0.1
2274,2275,Grass/Pasture,194,64463.46039,64463.46039,30.09456812,3.404344694,1.478488115,0.1
2275,2276,Grass/Pasture,130,19682.00367,19682.00367,66.05018583,4.190414845,1.819874044,0.1
2276,2277,Soybeans,420,126482.243,126482.243,33.20624224,3.502737877,1.521219732,0.1
2277,2278,Soybeans,1352,381108.534,381108.534,35.47545855,3.568841149,1.549928018,0.1
2278,2279,Soybeans,1516,546918.6151,546918.6151,27.71893218,3.322115652,1.442776496,0.1
2279,2280,Soybeans,6196,2710425.994,2710425.994,22.85987521,3.1293832,1.359073855,0.1
2280,2281,Soybeans,122,17011.97689,17011.97689,71.7141816,4.272688519,1.855605047,0.1
2281,2282,Grass/Pasture,40,15288.91884,15288.91884,26.16273944,3.26433624,1.417683216,0.1
2282,2283,Blank_/Developed/Med Intensity/Developed/High Intensity,10,8993.407735,8993.407735,11.11925568,2.408678351,1.046075716,0.1
2283,2284,Corn,142,103017.179,103017.179,13.78410877,2.62351639,1.139378691,0.1
2284,2285,Grass/Pasture,118,18886.362,18886.362,62.47894645,4.134829643,1.795733698,0.1
2285,2286,Corn,440,126808.5299,126808.5299,34.69798131,3.54668151,1.540304209,0.1
2286,2287,Developed/Open Space/Developed/Low Intensity,44,18886.09775,18886.09775,23.29756024,3.148348644,1.367310443,0.1
2287,2288,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,70,30577.40034,30577.40034,22.89272444,3.13081915,1.359697481,0.1
2288,2289,Grass/Pasture,22,15586.21922,15586.21922,14.11503309,2.647240406,1.149681901,0.1
2289,2290,Soybeans,222,211822.0408,211822.0408,10.48049576,2.349515983,1.020381827,0.1
2290,2291,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,1100,538704.5046,538704.5046,20.41935775,3.01648336,1.310042078,0.1
2291,2292,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,114,43149.35288,43149.35288,26.41986319,3.274116121,1.421930564,0.1
2292,2293,Blank_/Developed/Med Intensity/Developed/High Intensity,38,15288.79186,15288.79186,24.8548089,3.213051251,1.395410428,0.1
2293,2294,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,58,17986.81029,17986.81029,32.24585075,3.473389376,1.508473839,0.1
2294,2295,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,72,29676.51883,29676.51883,24.26160575,3.188895091,1.384919541,0.1
2295,2296,Corn,252,127992.2434,127992.2434,19.6886931,2.980044517,1.294216889,0.1
2296,2297,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,84,33275.58387,33275.58387,25.24373436,3.228577981,1.402153602,0.1
2297,2298,Developed/Open Space/Developed/Low Intensity,28,8993.312363,8993.312363,31.13424606,3.438308373,1.493238353,0.1
2298,2299,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,50,17086.97667,17086.97667,29.26205201,3.376291523,1.466304778,0.1
2299,2300,Grass/Pasture,24,13617.36414,13617.36414,17.62455623,2.86929317,1.246118191,0.1
2300,2301,Grass/Pasture,116,24713.48763,24713.48763,46.93793192,3.848826132,1.671523951,0.1
2301,2302,Grass/Pasture,48,11774.77514,11774.77514,40.76510968,3.707826561,1.610288615,0.1
2302,2303,Soybeans,332,220381.9942,220381.9942,15.0647516,2.712357684,1.177961975,0.1
2303,2304,Grass/Pasture,74,55756.66703,55756.66703,13.27195543,2.585653195,1.122934915,0.1
2304,2305,Soybeans,60,32374.83722,32374.83722,18.53291172,2.919548163,1.267943657,0.1
2305,2306,Corn,74,24281.11084,24281.11084,30.47636514,3.41695147,1.483963168,0.1
2306,2307,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,48,14388.80356,14388.80356,33.35927119,3.50733573,1.523216554,0.1
2307,2308,Developed/Open Space/Developed/Low Intensity,66,9892.8243,9892.8243,66.71502293,4.200430159,1.82422364,0.1
2308,2309,Corn,82,37772.17069,37772.17069,21.70910448,3.077731734,1.336641909,0.1
2309,2310,Corn,46,12590.05988,12590.05988,36.5367603,3.598318885,1.562730036,0.1
2310,2311,Grass/Pasture,312,73500.45229,73500.45229,42.44871838,3.748296721,1.627864582,0.1
2311,2312,Blank_/Developed/Med Intensity/Developed/High Intensity,412,65652.17954,65652.17954,62.75496151,4.139237643,1.797648068,0.1
2312,2313,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,58,19785.45341,19785.45341,29.31446594,3.378081112,1.467081986,0.1
2313,2314,Blank_/Developed/Med Intensity/Developed/High Intensity,32,10792.08088,10792.08088,29.65137155,3.389508382,1.472044787,0.1
2314,2315,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,20,11691.36143,11691.36143,17.1066476,2.839467137,1.233164909,0.1
2315,2316,Developed/Open Space/Developed/Low Intensity,74,9833.495472,9833.495472,75.25299647,4.320855723,1.876523798,0.1
2316,2317,Corn,420,296955.9957,296955.9957,14.14350968,2.649255839,1.150557192,0.1
2317,2318,Grass/Pasture,22,8993.027919,8993.027919,24.46339564,3.197177945,1.388516739,0.1
2318,2319,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,34,16187.41807,16187.41807,21.00396731,3.044711339,1.322301334,0.1
2319,2320,Grass/Pasture,126,76261.93549,76261.93549,16.52200396,2.804693066,1.218062722,0.1
2320,2321,Grass/Pasture,188,69249.75999,69249.75999,27.14810853,3.301307377,1.433739577,0.1
2321,2322,Grass/Pasture,54,9624.520709,9624.520709,56.10669002,4.027255057,1.749014649,0.1
2322,2323,Blank_/Developed/Med Intensity/Developed/High Intensity,50,17087.4557,17087.4557,29.26123168,3.376263489,1.466292603,0.1
2323,2324,Soybeans,828,334092.3846,334092.3846,24.78356401,3.210180692,1.39416376,0.1
2324,2325,Grass/Pasture,42,18885.32937,18885.32937,22.23948504,3.101869314,1.347124727,0.1
2325,2326,Grass/Pasture,86,19785.67576,19785.67576,43.46578861,3.77197416,1.638147563,0.1
2326,2327,Grass/Pasture,242,76431.42722,76431.42722,31.66236832,3.455128857,1.500543397,0.1
2327,2328,Soybeans,54,11691.46488,11691.46488,46.18753985,3.832710061,1.66452483,0.1
2328,2329,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,836,384020.9941,384020.9941,21.76964314,3.080516483,1.33785131,0.1
2329,2330,Grass/Pasture,66,37993.10111,37993.10111,17.37157486,2.854835242,1.239839192,0.1
2330,2331,Soybeans,4300,1955216.577,1955216.577,21.99244856,3.090699147,1.342273585,0.1
2331,2332,Developed/Open Space/Developed/Low Intensity,44,10792.18166,10792.18166,40.77025516,3.707952775,1.610343429,0.1
2332,2333,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,58,20684.69782,20684.69782,28.04005188,3.333633912,1.447778813,0.1
2333,2334,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,82,35973.01992,35973.01992,22.79486131,3.126535129,1.357836954,0.1
2334,2335,Corn,744,450430.6387,450430.6387,16.51752648,2.804422028,1.217945012,0.1
2335,2336,Soybeans,1480,696560.1847,696560.1847,21.24726668,3.05622826,1.327303069,0.1
2336,2337,Corn,94,28159.18777,28159.18777,33.38164466,3.508006188,1.52350773,0.1
2337,2338,Developed/Open Space/Developed/Low Intensity,58,12590.8018,12590.8018,46.06537449,3.830061572,1.663374606,0.1
2338,2339,Blank_/Developed/Med Intensity/Developed/High Intensity,244,83638.81758,83638.81758,29.17305709,3.373245581,1.464981942,0.1
2339,2340,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,28,9892.442632,9892.442632,28.30443505,3.343018508,1.451854491,0.1
2340,2341,Grass/Pasture,112,26212.94071,26212.94071,42.72698788,3.754830755,1.630702277,0.1
2341,2342,Grass/Pasture,136,54044.21984,54044.21984,25.16457827,3.225437381,1.400789656,0.1
2342,2343,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,28,8993.002331,8993.002331,31.13531941,3.438342847,1.493253325,0.1
2343,2344,Blank_/Developed/Med Intensity/Developed/High Intensity,314,68314.377,68314.377,45.96397037,3.827857837,1.662417536,0.1
2344,2345,Grass/Pasture,78,22483.32525,22483.32525,34.69237719,3.546519985,1.54023406,0.1
2345,2346,Grass/Pasture,52,15288.89474,15288.89474,34.01161489,3.526702081,1.531627253,0.1
2346,2347,Blank_/Developed/Med Intensity/Developed/High Intensity,50,13490.10182,13490.10182,37.06421246,3.61265188,1.568954777,0.1
2347,2348,Grass/Pasture,30,24282.09487,24282.09487,12.35478247,2.514043233,1.091835103,0.1
2348,2349,Soybeans,502,153524.4603,153524.4603,32.69837256,3.487325308,1.514526138,0.1
2349,2350,Grass/Pasture,34,8993.218206,8993.218206,37.80626603,3.632474857,1.577563786,0.1
2350,2351,Developed/Open Space/Developed/Low Intensity,68,9688.968809,9688.968809,70.18290733,4.251104796,1.846231355,0.1
2351,2352,Developed/Open Space/Developed/Low Intensity,78,17493.18829,17493.18829,44.58878434,3.797482355,1.649225632,0.1
2352,2353,Developed/Open Space/Developed/Low Intensity,44,16188.0276,16188.0276,27.18058128,3.302502795,1.43425874,0.1
2353,2354,Grass/Pasture,236,123146.5845,123146.5845,19.16415311,2.953041508,1.282489632,0.1
2354,2355,Developed/Open Space/Developed/Low Intensity,58,10995.58838,10995.58838,52.74842782,3.965533968,1.72220952,0.1
2355,2356,Soybeans,680,283907.7567,283907.7567,23.95144141,3.176028506,1.379331655,0.1
2356,2357,Soybeans,3380,1221886.031,1221886.031,27.66215436,3.32006521,1.441886,0.1
2357,2358,Grass/Pasture,30,9892.817267,9892.817267,30.32503198,3.411973509,1.481801268,0.1
2358,2359,Soybeans,1726,471982.9212,471982.9212,36.56911982,3.599204164,1.563114507,0.1
2359,2360,Blank_/Developed/Med Intensity/Developed/High Intensity,38,8993.458726,8993.458726,42.252932,3.743673748,1.625856851,0.1
2360,2361,Grass/Pasture,128,34998.70954,34998.70954,36.57277702,3.599304166,1.563157938,0.1
2361,2362,Developed/Open Space/Developed/Low Intensity,154,27258.22574,27258.22574,56.49670726,4.034182358,1.752023137,0.1
2362,2363,Developed/Open Space/Developed/Low Intensity,74,13544.91984,13544.91984,54.63302912,4.000638629,1.737455281,0.1
2363,2364,Developed/Open Space/Developed/Low Intensity,76,17664.7798,17664.7798,43.02346299,3.761745618,1.633705364,0.1
2364,2365,Grass/Pasture,40,9892.188835,9892.188835,40.43594463,3.699719108,1.606767593,0.1
2365,2366,Soybeans,578,240090.0055,240090.0055,24.07430492,3.181145086,1.381553757,0.1
2366,2367,Soybeans,104,37771.18192,37771.18192,27.53421914,3.315429563,1.439872764,0.1
2367,2368,Developed/Open Space/Developed/Low Intensity,158,27884.14162,27884.14162,56.66303168,4.037122,1.753299807,0.1
2368,2369,Developed/Open Space/Developed/Low Intensity,92,13657.2561,13657.2561,67.36345817,4.210102707,1.828424374,0.1
2369,2370,Developed/Open Space/Developed/Low Intensity,88,17537.6613,17537.6613,50.17772809,3.915571265,1.700510994,0.1
2370,2371,Corn,330,99827.51876,99827.51876,33.05701715,3.498233863,1.519263663,0.1
2371,2372,Developed/Open Space/Developed/Low Intensity,36,8993.455255,8993.455255,40.02910892,3.689606913,1.602375923,0.1
2372,2373,Grass/Pasture,124,35603.43164,35603.43164,34.82810344,3.550424631,1.541929826,0.1
2373,2374,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,136,33577.51744,33577.51744,40.50329219,3.70138326,1.607490325,0.1
2374,2375,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,50,13310.29159,13310.29159,37.56491709,3.626070559,1.574782435,0.1
2375,2376,Soybeans,1608,889064.6797,889064.6797,18.08642314,2.895161554,1.257352687,0.1
2376,2377,Soybeans,934,669401.4963,669401.4963,13.95276236,2.635677507,1.144660197,0.1
2377,2378,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,42,10791.60339,10791.60339,38.91914712,3.661486343,1.590163315,0.1
2378,2379,Grass/Pasture,102,31475.49835,31475.49835,32.40615887,3.478348493,1.510627557,0.1
2379,2380,Corn,1080,514801.8218,514801.8218,20.97894674,3.043519399,1.32178368,0.1
2380,2381,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,324,77661.39194,77661.39194,41.71957158,3.730970361,1.62033984,0.1
2381,2382,Corn,68,18885.14871,18885.14871,36.00712975,3.583716968,1.556388504,0.1
2382,2383,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,52,10644.48439,10644.48439,48.8515912,3.888786951,1.688878714,0.1
2383,2384,Grass/Pasture,56,9535.037942,9535.037942,58.73075738,4.072963565,1.768865601,0.1
2384,2385,Grass/Pasture,182,31951.34939,31951.34939,56.96160052,4.042377366,1.755582184,0.1
2385,2386,Soybeans,502,148088.3283,148088.3283,33.89868775,3.523376304,1.530182887,0.1
2386,2387,Soybeans,882,305989.5783,305989.5783,28.82451111,3.361226105,1.45976195,0.1
2387,2388,Grass/Pasture,64,28880.45472,28880.45472,22.1603159,3.098303117,1.345575947,0.1
2388,2389,Blank_/Developed/Med Intensity/Developed/High Intensity,58,13490.18359,13490.18359,42.99422585,3.761065824,1.633410133,0.1
2389,2390,Corn,1904,1298878.401,1298878.401,14.658801,2.685040906,1.166098449,0.1
2390,2391,Corn,602,329091.046,329091.046,18.29281007,2.90650809,1.262280425,0.1
2391,2392,Soybeans,66,18384.98514,18384.98514,35.89885958,3.580705529,1.555080652,0.1
2392,2393,Corn,4446,1913108.407,1913108.407,23.23966579,3.145860551,1.366229878,0.1
2393,2394,Developed/Open Space/Developed/Low Intensity,164,22669.68696,22669.68696,72.34330156,4.281422865,1.859398325,0.1
2394,2395,Corn,92,16188.22507,16188.22507,56.83143124,4.04008954,1.754588593,0.1
2395,2396,Blank_/Developed/Med Intensity/Developed/High Intensity,686,160982.7565,160982.7565,42.61325964,3.752165464,1.629544756,0.1
2396,2397,Developed/Open Space/Developed/Low Intensity,108,21584.36211,21584.36211,50.03622505,3.912747244,1.699284537,0.1
2397,2398,Grass/Pasture,96,26980.40157,26980.40157,35.58138293,3.57182255,1.551222824,0.1
2398,2399,Blank_/Developed/Med Intensity/Developed/High Intensity,316,94751.68789,94751.68789,33.35032938,3.507067649,1.523100127,0.1
2399,2400,Developed/Open Space/Developed/Low Intensity,58,9225.492915,9225.492915,62.86926946,4.141057483,1.798438414,0.1
2400,2401,Soybeans,82,16187.96398,16187.96398,50.65491874,3.925036338,1.704621623,0.1
2401,2402,Grass/Pasture,52,8509.416793,8509.416793,61.10877075,4.112655403,1.786103548,0.1
2402,2403,Soybeans,1492,740320.0943,740320.0943,20.15344459,3.003375221,1.304349286,0.1
2403,2404,Soybeans,2658,1998475.554,1998475.554,13.30013767,2.587774386,1.123856136,0.1
2404,2405,Grass/Pasture,264,49449.16757,49449.16757,53.38815858,3.977588972,1.727444942,0.1
2405,2406,Developed/Open Space/Developed/Low Intensity,60,8515.900187,8515.900187,70.45643876,4.254994629,1.847920688,0.1
2406,2407,Soybeans,94,17087.44688,17087.44688,55.01114395,4.007535782,1.740450676,0.1
2407,2408,Soybeans,522,334553.5025,334553.5025,15.60288552,2.747455866,1.193204922,0.1
2408,2409,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,520,214639.902,214639.902,24.22662306,3.187452155,1.384292882,0.1
2409,2410,Corn,44,14389.31749,14389.31749,30.57823975,3.420288637,1.485412481,0.1
2410,2411,Corn,530,267722.654,267722.654,19.79660638,2.985510528,1.296590748,0.1
2411,2412,Soybeans,3070,1569815.512,1569815.512,19.55643817,2.97330455,1.291289759,0.1
2412,2413,Blank_/Developed/Med Intensity/Developed/High Intensity,32,10791.95281,10791.95281,29.65172343,3.38952025,1.472049941,0.1
2413,2414,Soybeans,1068,658275.0185,658275.0185,16.22422194,2.786505307,1.210163879,0.1
2414,2415,Grass/Pasture,56,9441.301587,9441.301587,59.31385571,4.082842933,1.773156156,0.1
2415,2416,Soybeans,356,196958.3132,196958.3132,18.07489078,2.894523726,1.257075682,0.1
2416,2417,Grass/Pasture,70,20059.35683,20059.35683,34.89643292,3.552384615,1.542781036,0.1
2417,2418,Grass/Pasture,140,20685.00488,20685.00488,67.68187913,4.21481848,1.830472408,0.1
2418,2419,Corn,64,10791.96671,10791.96671,59.30337048,4.082666142,1.773079377,0.1
2419,2420,Soybeans,434,174466.6973,174466.6973,24.87580763,3.21389575,1.39577719,0.1
2420,2421,Soybeans,1624,945409.0977,945409.0977,17.17774881,2.843614872,1.234966248,0.1
2421,2422,Developed/Open Space/Developed/Low Intensity,100,11461.48066,11461.48066,87.24876215,4.468763374,1.940759274,0.1
2422,2423,Developed/Open Space/Developed/Low Intensity,44,12382.6007,12382.6007,35.53373081,3.570482409,1.550640808,0.1
2423,2424,Soybeans,2736,1175568.143,1175568.143,23.27385287,3.147330536,1.366868285,0.1
2424,2425,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,44,12590.05333,12590.05333,34.94822369,3.553867643,1.543425107,0.1
2425,2426,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,490,306163.3827,306163.3827,16.00452659,2.772871594,1.204242832,0.1
2426,2427,Grass/Pasture,74,19785.61772,19785.61772,37.40090456,3.62169489,1.572882106,0.1
2427,2428,Grass/Pasture,34,16194.30802,16194.30802,20.99503107,3.044285794,1.322116522,0.1
2428,2429,Grass/Pasture,544,112636.7305,112636.7305,48.29685641,3.877366474,1.683918864,0.1
2429,2430,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,46,9046.533523,9046.533523,50.84820598,3.928844841,1.706275635,0.1
2430,2431,Developed/Open Space/Developed/Low Intensity,102,9379.134835,9379.134835,108.752035,4.689070383,2.036437392,0.1
2431,2432,Developed/Open Space/Developed/Low Intensity,84,14271.76666,14271.76666,58.85746453,4.075118666,1.76980155,0.1
2432,2433,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,32,12590.62083,12590.62083,25.41574433,3.235368838,1.405102833,0.1
2433,2434,Soybeans,1436,638989.2104,638989.2104,22.47299292,3.112314274,1.351660915,0.1
2434,2435,Grass/Pasture,296,77347.78706,77347.78706,38.26870958,3.64463258,1.582843818,0.1
2435,2436,Grass/Pasture,28,9892.187301,9892.187301,28.30516563,3.343044319,1.451865701,0.1
2436,2437,Grass/Pasture,30,16188.33404,16188.33404,18.5318637,2.919491613,1.267919097,0.1
2437,2438,Blank_/Developed/Med Intensity/Developed/High Intensity,22,11691.45738,11691.45738,18.81715793,2.93476911,1.27455403,0.1
2438,2439,Corn,530,300378.2044,300378.2044,17.64442267,2.870419738,1.246607453,0.1
2439,2440,Grass/Pasture,66,8764.495706,8764.495706,75.3038192,4.321530853,1.876817003,0.1
2440,2441,Soybeans,544,128604.454,128604.454,42.30024568,3.744792894,1.62634289,0.1
2441,2442,Soybeans,1482,859754.6935,859754.6935,17.23747496,2.84708579,1.236473648,0.1
2442,2443,Corn,2266,1127219.343,1127219.343,20.1025649,3.000847414,1.303251473,0.1
2443,2444,Grass/Pasture,38,13490.26331,13490.26331,28.16846427,3.338203064,1.44976317,0.1
2444,2445,Corn,2286,1188461.711,1188461.711,19.23494866,2.956728867,1.284091032,0.1
2445,2446,Corn,1006,521673.9818,521673.9818,19.28407463,2.959279607,1.285198804,0.1
2446,2447,Soybeans,58,14556.66096,14556.66096,39.84430232,3.684979417,1.600366227,0.1
2447,2448,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,30,8993.000806,8993.000806,33.35927645,3.507335888,1.523216622,0.1
2448,2449,Corn,238,101947.9148,101947.9148,23.34525434,3.150393723,1.36819861,0.1
2449,2450,Soybeans,58,23382.61108,23382.61108,24.8047576,3.211035474,1.394534987,0.1
2450,2451,Soybeans,2946,1418248.098,1418248.098,20.77210612,3.033611035,1.317480533,0.1
2451,2452,Developed/Open Space/Developed/Low Intensity,76,12778.98428,12778.98428,59.47264535,4.085516465,1.774317256,0.1
2452,2453,Developed/Open Space/Developed/Low Intensity,14,8205.994323,8205.994323,17.0606991,2.83677752,1.231996823,0.1
2453,2454,Grass/Pasture,92,13160.25922,13160.25922,69.90743758,4.247172047,1.844523384,0.1
2454,2455,Grass/Pasture,64,10792.24522,10792.24522,59.30184007,4.082640335,1.773068169,0.1
2455,2456,Soybeans,420,112986.2812,112986.2812,37.17265455,3.615573398,1.570223576,0.1
2456,2457,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,88,20684.90904,20684.90904,42.54309257,3.750517505,1.628829057,0.1
2457,2458,Soybeans,244,88135.6911,88135.6911,27.68458464,3.320875747,1.442238012,0.1
2458,2459,Grass/Pasture,12,9892.64054,9892.64054,12.13022949,2.495700642,1.083869017,0.1
2459,2460,Soybeans,378,130538.2312,130538.2312,28.95703401,3.365813145,1.461754076,0.1
2460,2461,Corn,1500,581804.1355,581804.1355,25.78187243,3.249671626,1.411314455,0.1
2461,2462,Corn,184,29918.42624,29918.42624,61.50056107,4.119046298,1.788879078,0.1
2462,2463,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,84,38672.18591,38672.18591,21.72103749,3.078281261,1.336880565,0.1
2463,2464,Grass/Pasture,86,31477.33043,31477.33043,27.32124955,3.307664771,1.436500558,0.1
2464,2465,Grass/Pasture,26,11690.91637,11690.91637,22.23948849,3.101869469,1.347124794,0.1
2465,2466,Corn,270,114296.5463,114296.5463,23.62276103,3.162210698,1.373330657,0.1
2466,2467,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,52,10792.17366,10792.17366,48.18306454,3.875007601,1.682894419,0.1
2467,2468,Corn,488,125908.6513,125908.6513,38.75825807,3.657343845,1.58836425,0.1
2468,2469,Soybeans,1514,483923.3463,483923.3463,31.28594666,3.443169008,1.495349301,0.1
2469,2470,Grass/Pasture,1438,561166.1791,561166.1791,25.62520789,3.24357655,1.408667397,0.1
2470,2471,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,98,28778.03719,28778.03719,34.05374708,3.527940073,1.532164906,0.1
2471,2472,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,142,27612.14871,27612.14871,51.42663887,3.940156304,1.711188141,0.1
2472,2473,Corn,170,35971.54643,35971.54643,47.2595751,3.855655281,1.674489813,0.1
2473,2474,Grass/Pasture,56,16188.2223,16188.2223,34.59305102,3.543652824,1.538988867,0.1
2474,2475,Corn,8040,3065031.533,3065031.533,26.23137776,3.266956319,1.418821102,0.1
2475,2476,Grass/Pasture,100,24545.1607,24545.1607,40.74122847,3.707240564,1.61003412,0.1
2476,2477,Blank_/Developed/Med Intensity/Developed/High Intensity,128,27693.361,27693.361,46.22046418,3.833422648,1.664834303,0.1
2477,2478,Soybeans,422,190349.3427,190349.3427,22.16976397,3.098729377,1.345761069,0.1
2478,2479,Corn,1862,815424.7414,815424.7414,22.83472533,3.128282418,1.358595792,0.1
2479,2480,Grass/Pasture,142,21474.22662,21474.22662,66.12578069,4.191558696,1.820370812,0.1
2480,2481,Corn,332,108816.8855,108816.8855,30.50997081,3.418053542,1.484441792,0.1
2481,2482,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,1198,516477.4656,516477.4656,23.1955909,3.143962213,1.36540544,0.1
